Date,Open,High,Low,Close,Adj Close,Volume
2023-08-16,149.750000,150.750000,147.750000,148.899994,148.899994,8371
2023-08-17,148.949997,150.050003,145.800003,147.000000,147.000000,4999
2023-08-18,146.949997,149.399994,145.050003,147.449997,147.449997,4867
2023-08-21,147.600006,151.800003,147.149994,147.550003,147.550003,6154
2023-08-22,147.899994,150.399994,146.100006,146.600006,146.600006,4495
2023-08-23,148.649994,152.850006,148.100006,152.949997,152.949997,1085
2023-08-24,153.800003,154.250000,151.399994,153.000000,153.000000,52
2023-08-25,154.000000,154.000000,154.000000,151.750000,151.750000,3
2023-08-28,152.949997,153.250000,152.500000,151.800003,151.800003,8
2023-08-29,152.350006,153.050003,149.850006,151.350006,151.350006,41
2023-08-30,150.000000,153.699997,150.000000,153.350006,153.350006,21
2023-08-31,153.649994,153.649994,153.000000,152.699997,152.699997,57
2023-09-01,151.500000,151.500000,151.100006,150.949997,150.949997,0
2023-09-05,147.949997,152.500000,147.949997,151.399994,151.399994,28
2023-09-06,151.750000,151.750000,151.750000,151.750000,151.750000,0
2023-09-07,147.399994,147.399994,147.399994,147.399994,147.399994,20
2023-09-08,146.250000,146.250000,146.250000,146.250000,146.250000,0
2023-09-11,151.550003,151.550003,151.550003,151.550003,151.550003,20
2023-09-12,151.550003,151.550003,148.350006,150.699997,150.699997,6
2023-09-13,151.550003,151.550003,151.550003,151.050003,151.050003,60
2023-09-14,153.100006,153.100006,153.100006,153.100006,153.100006,23
2023-09-15,158.250000,158.250000,158.250000,158.250000,158.250000,0
2023-09-18,158.699997,158.699997,158.699997,158.699997,158.699997,0
2023-09-19,162.500000,173.500000,162.500000,167.500000,167.500000,28898
2023-09-20,160.399994,161.649994,157.649994,158.199997,158.199997,17552
2023-09-21,158.000000,158.750000,154.500000,154.850006,154.850006,17108
2023-09-22,154.750000,155.699997,150.050003,151.149994,151.149994,19795
2023-09-25,150.300003,152.100006,148.149994,148.800003,148.800003,20313
2023-09-26,148.800003,152.149994,148.449997,150.850006,150.850006,19691
2023-09-27,150.449997,150.500000,147.550003,149.250000,149.250000,20447
2023-09-28,148.949997,150.250000,146.449997,147.199997,147.199997,20343
2023-09-29,147.000000,147.500000,144.949997,146.149994,146.149994,21782
2023-10-02,146.000000,151.399994,145.800003,149.100006,149.100006,23829
2023-10-03,149.149994,149.899994,147.250000,148.750000,148.750000,13623
2023-10-04,147.899994,148.949997,145.899994,146.350006,146.350006,15834
2023-10-05,146.050003,147.500000,145.000000,145.399994,145.399994,13753
2023-10-06,145.399994,146.800003,144.449997,146.050003,146.050003,16599
2023-10-09,146.050003,147.899994,144.800003,146.050003,146.050003,15684
2023-10-10,145.699997,148.399994,143.699997,147.500000,147.500000,26185
2023-10-11,147.649994,149.399994,146.100006,147.699997,147.699997,16438
2023-10-12,147.850006,149.899994,147.050003,149.300003,149.300003,19475
2023-10-13,149.300003,155.649994,149.199997,154.899994,154.899994,35239
2023-10-16,154.899994,156.149994,152.100006,154.149994,154.149994,24903
2023-10-17,154.000000,157.949997,152.449997,157.050003,157.050003,26996
2023-10-18,157.149994,159.500000,156.649994,158.050003,158.050003,25576
2023-10-19,158.149994,164.399994,158.149994,163.949997,163.949997,36623
2023-10-20,163.399994,166.800003,162.250000,165.250000,165.250000,36623
