"Date","Price","Open","High","Low","Vol.","Change %"
"09/20/2020","113.65","113.00","114.80","109.05","115.09K","0.04%"
"09/13/2020","113.60","128.15","128.65","115.75","0.15K","-14.81%"
"09/06/2020","133.35","129.00","131.40","128.25","0.03K","-1.08%"
"08/30/2020","134.80","129.05","134.50","127.15","0.18K","6.06%"
"08/23/2020","127.10","120.40","127.60","119.45","0.31K","5.83%"
"08/16/2020","120.10","114.60","122.20","112.70","30.78K","4.71%"
"08/09/2020","114.70","115.05","119.20","109.70","110.33K","-0.65%"
"08/02/2020","115.45","118.20","127.25","113.60","152.33K","-2.94%"
"07/26/2020","118.95","107.90","119.40","107.40","137.46K","9.73%"
"07/19/2020","108.40","101.75","109.30","101.25","80.36K","7.27%"
"07/12/2020","101.05","97.03","102.50","96.33","","5.10%"
"07/05/2020","96.15","97.35","97.35","95.45","0.05K","-5.97%"
"06/28/2020","102.25","100.45","102.80","98.45","0.03K","6.90%"
"06/21/2020","95.65","94.05","97.55","93.45","0.39K","2.03%"
"06/14/2020","93.75","94.20","97.05","92.70","78.09K","-1.52%"
"06/07/2020","95.20","99.25","99.65","94.60","119.56K","-3.74%"
"05/31/2020","98.90","95.85","100.75","94.80","92.38K","2.70%"
"05/24/2020","96.30","104.65","107.10","95.85","84.16K","-7.05%"
"05/17/2020","103.60","107.50","108.70","102.35","61.67K","-1.15%"
"05/10/2020","104.80","108.20","108.20","103.65","0.07K","-4.81%"
"05/03/2020","110.10","103.90","109.40","103.40","0.06K","5.41%"
"04/26/2020","104.45","107.00","107.00","102.65","0.06K","-0.71%"
"04/19/2020","105.20","116.30","116.75","105.00","14.96K","-9.35%"
"04/12/2020","116.05","118.95","121.20","114.60","55.64K","-2.15%"
"04/05/2020","118.60","114.85","122.00","112.40","84.27K","3.22%"
"03/29/2020","114.90","116.20","120.85","114.10","78.15K","-0.82%"
"03/22/2020","115.85","120.65","130.65","115.65","111.20K","-3.22%"
"03/15/2020","119.70","107.05","120.05","102.80","24.90K","11.82%"
"03/08/2020","107.05","103.70","114.45","103.70","0.19K","1.37%"
"03/01/2020","105.60","112.75","120.75","105.60","0.32K","-4.09%"
"02/23/2020","110.10","105.45","110.80","102.90","1.52K","1.15%"
"02/16/2020","108.85","109.70","111.50","104.00","32.43K","-0.23%"
"02/09/2020","109.10","98.55","109.40","98.05","156.57K","10.93%"
"02/02/2020","98.35","102.00","102.30","97.40","147.84K","-4.19%"
"01/26/2020","102.65","110.00","110.00","100.15","129.86K","-6.81%"
"01/19/2020","110.15","111.50","113.70","109.75","97.48K","-1.78%"
"01/12/2020","112.15","118.55","118.55","111.35","100.12K","-5.72%"
"01/05/2020","118.95","126.25","126.55","116.50","114.60K","-5.86%"
"12/29/2019","126.35","132.50","134.65","125.45","70.89K","-4.64%"
"12/22/2019","132.50","130.40","132.80","124.90","72.09K","1.38%"
"12/15/2019","130.70","135.85","135.85","126.20","49.52K","0.97%"
"12/08/2019","129.45","128.25","138.40","128.25","0.15K","4.65%"
"12/01/2019","123.70","118.00","126.15","118.00","0.18K","4.34%"
"11/24/2019","118.55","114.45","118.00","114.45","0.11K","3.45%"
"11/17/2019","114.60","105.55","115.75","102.50","39.04K","7.96%"
"11/10/2019","106.15","108.30","109.55","104.80","122.58K","-3.02%"
"11/03/2019","109.45","104.00","109.90","102.65","229.73K","5.24%"
"10/27/2019","104.00","99.15","104.30","97.05","144.99K","4.58%"
"10/20/2019","99.45","96.05","99.85","94.50","117.61K","3.92%"
"10/13/2019","95.70","93.50","96.20","92.25","110.74K","2.13%"
"10/06/2019","93.70","98.90","99.15","92.20","136.13K","-5.35%"
"09/29/2019","99.00","100.50","102.90","98.50","97.17K","-1.88%"
"09/22/2019","100.90","98.50","102.90","97.25","87.15K","2.54%"
"09/15/2019","98.40","100.35","100.75","98.05","39.62K","-1.11%"
"09/08/2019","99.50","101.15","101.15","101.15","0.00K","6.02%"
"09/01/2019","93.85","95.23","97.45","94.23","","0.27%"
"08/25/2019","93.60","92.15","94.85","92.15","0.07K","1.08%"
"08/18/2019","92.60","92.80","93.85","89.60","37.00K","-0.27%"
"08/11/2019","92.85","97.20","97.25","92.60","105.67K","-4.57%"
"08/04/2019","97.30","98.30","98.90","94.30","143.64K","-0.87%"
"07/28/2019","98.15","99.75","102.45","96.40","117.97K","-1.60%"
"07/21/2019","99.75","106.70","108.00","99.05","124.48K","-5.76%"
"07/14/2019","105.85","105.30","105.30","105.30","0.01K","0.62%"
"07/07/2019","105.20","113.05","113.05","105.50","0.03K","-3.88%"
"06/30/2019","109.45","112.55","112.55","108.30","0.16K","1.11%"
"06/23/2019","108.25","99.30","109.00","99.00","0.43K","8.47%"
"06/16/2019","99.80","95.80","102.05","94.00","36.63K","3.96%"
"06/09/2019","96.00","100.15","100.75","95.85","173.33K","-4.90%"
"06/02/2019","100.95","104.85","106.15","97.90","230.37K","-3.49%"
"05/26/2019","104.60","93.20","105.30","92.65","175.02K","12.11%"
"05/19/2019","93.30","88.15","95.00","86.75","115.81K","6.81%"
"05/12/2019","87.35","89.70","89.70","88.05","0.03K","-2.35%"
"05/05/2019","89.45","87.65","88.85","87.00","0.04K","0.22%"
"04/28/2019","89.25","91.75","93.85","89.60","0.17K","-3.72%"
"04/21/2019","92.70","90.50","93.20","90.10","1.11K","2.77%"
"04/14/2019","90.20","90.00","91.70","86.35","95.88K","-0.22%"
"04/07/2019","90.40","93.20","94.85","89.35","207.34K","-3.00%"
"03/31/2019","93.20","94.05","96.95","91.25","190.77K","-1.38%"
"03/24/2019","94.50","93.65","96.40","92.60","125.35K","0.64%"
"03/17/2019","93.90","96.60","96.80","93.65","61.85K","-0.74%"
"03/10/2019","94.60","94.55","95.30","94.05","0.01K","-0.73%"
"03/03/2019","95.30","96.50","96.50","94.50","0.03K","-1.70%"
"02/24/2019","96.95","96.35","97.50","93.60","0.15K","0.52%"
"02/17/2019","96.45","97.65","98.30","96.00","14.09K","-1.53%"
"02/10/2019","97.95","102.60","102.70","97.05","136.70K","-4.53%"
"02/03/2019","102.60","103.80","106.35","102.25","151.76K","-1.06%"
"01/27/2019","103.70","105.65","107.00","101.55","119.46K","-2.90%"
"01/20/2019","106.80","104.90","107.15","102.30","84.54K","1.76%"
"01/13/2019","104.95","103.40","106.20","100.40","103.63K","1.06%"
"01/06/2019","103.85","101.50","106.85","101.15","118.73K","2.21%"
"12/30/2018","101.60","100.95","103.25","99.30","71.53K","0.64%"
"12/23/2018","100.95","99.70","104.00","99.65","44.58K","1.25%"
"12/16/2018","99.70","98.05","102.75","95.75","48.56K","2.84%"
"12/09/2018","96.95","100.00","100.30","98.15","0.06K","-1.87%"
"12/02/2018","98.80","102.05","102.70","100.00","0.13K","-4.31%"
"11/25/2018","103.25","107.15","110.40","104.00","0.12K","-3.64%"
"11/18/2018","107.15","111.90","113.00","106.70","11.52K","-4.84%"
"11/11/2018","112.60","113.85","113.85","107.55","86.51K","-1.10%"
"11/04/2018","113.85","119.25","119.30","113.10","177.12K","-5.16%"
"10/28/2018","120.05","120.10","122.80","111.35","186.23K","0.33%"
"10/21/2018","119.65","121.90","124.35","116.35","151.53K","-2.01%"
"10/14/2018","122.10","116.90","125.50","116.80","190.71K","4.76%"
"10/07/2018","116.55","110.60","116.80","109.75","170.77K","6.98%"
"09/30/2018","108.95","102.15","110.80","101.10","160.66K","6.34%"
"09/23/2018","102.45","99.70","103.45","96.55","95.18K","2.55%"
"09/16/2018","99.90","95.10","100.75","93.50","65.27K","4.66%"
"09/09/2018","95.45","97.30","97.80","95.25","0.02K","-3.39%"
"09/02/2018","98.80","96.35","99.05","95.60","0.01K","0.71%"
"08/26/2018","98.10","101.95","102.25","98.35","0.16K","-2.44%"
"08/19/2018","100.55","101.20","101.75","95.45","41.24K","-0.64%"
"08/12/2018","101.20","107.05","107.25","100.25","139.77K","-5.42%"
"08/05/2018","107.00","107.65","110.25","106.40","182.00K","-0.70%"
"07/29/2018","107.75","110.50","113.40","106.00","157.80K","-2.44%"
"07/22/2018","110.45","111.05","113.20","108.70","100.67K","-0.18%"
"07/15/2018","110.65","106.55","111.05","105.80","17.17K","3.36%"
"07/08/2018","107.05","111.80","111.80","107.15","0.02K","-3.78%"
"07/01/2018","111.25","108.45","109.75","106.20","0.15K","-0.22%"
"06/24/2018","111.50","113.75","115.80","112.00","0.12K","-2.06%"
"06/17/2018","113.85","115.40","115.80","112.00","34.97K","-1.17%"
"06/10/2018","115.20","117.25","118.05","114.60","148.96K","-1.75%"
"06/03/2018","117.25","122.55","123.15","115.65","188.29K","-4.48%"
"05/27/2018","122.75","119.80","124.95","119.35","125.02K","1.95%"
"05/20/2018","120.40","118.00","121.45","117.85","106.48K","5.66%"
"05/13/2018","113.95","114.75","114.75","112.45","0.01K","-1.13%"
"05/06/2018","115.25","119.55","119.55","115.10","0.04K","-4.32%"
"04/29/2018","120.45","120.05","122.85","120.05","0.03K","0.08%"
"04/22/2018","120.35","116.30","120.30","116.00","0.50K","3.97%"
"04/15/2018","115.75","117.30","117.35","113.05","71.04K","-1.32%"
"04/08/2018","117.30","117.85","119.45","116.50","183.79K","-0.13%"
"04/01/2018","117.45","118.70","119.10","115.95","138.38K","-0.59%"
"03/25/2018","118.15","117.20","119.75","116.65","70.21K","0.81%"
"03/18/2018","117.20","119.20","120.75","116.50","67.86K","0.21%"
"03/11/2018","116.95","120.00","120.10","117.25","0.03K","-1.60%"
"03/04/2018","118.85","119.10","120.10","118.15","0.02K","-1.25%"
"02/25/2018","120.35","119.50","122.00","119.50","0.09K","0.75%"
"02/18/2018","119.45","117.75","121.00","116.50","1.41K","1.27%"
"02/11/2018","117.95","121.75","123.40","117.65","101.00K","-3.20%"
"02/04/2018","121.85","120.40","124.40","119.10","175.10K","1.20%"
"01/28/2018","120.40","125.55","125.85","119.85","129.16K","-3.80%"
"01/21/2018","125.15","121.65","125.50","120.50","104.80K","3.22%"
"01/14/2018","121.25","121.80","123.90","119.60","93.66K","-0.82%"
"01/07/2018","122.25","127.60","127.65","120.90","127.00K","-4.83%"
"12/31/2017","128.45","126.00","131.35","126.00","109.99K","1.78%"
"12/24/2017","126.20","120.75","126.55","120.65","53.29K","4.82%"
"12/17/2017","120.40","121.90","124.05","119.50","58.14K","2.95%"
"12/10/2017","116.95","121.00","121.00","116.90","0.03K","-3.03%"
"12/03/2017","120.60","126.20","127.25","125.00","0.53K","-5.45%"
"11/26/2017","127.55","125.25","130.30","124.85","0.16K","2.20%"
"11/19/2017","124.80","122.50","126.60","121.15","12.64K","0.81%"
"11/12/2017","123.80","127.50","129.00","123.55","92.14K","-2.94%"
"11/05/2017","127.55","123.95","128.35","122.25","143.58K","2.90%"
"10/29/2017","123.95","127.00","127.75","121.20","128.79K","-2.09%"
"10/22/2017","126.60","125.10","127.50","122.85","80.03K","1.08%"
"10/15/2017","125.25","126.10","128.05","123.00","85.55K","-0.95%"
"10/08/2017","126.45","131.00","132.70","125.40","95.96K","-2.73%"
"10/01/2017","130.00","127.80","130.70","124.30","92.60K","1.52%"
"09/24/2017","128.05","133.65","133.70","127.25","81.18K","-4.76%"
"09/17/2017","134.45","141.35","141.35","132.90","57.44K","-3.96%"
"09/10/2017","140.00","129.65","140.15","128.75","0.03K","8.19%"
"09/03/2017","129.40","127.50","128.40","125.95","0.02K","1.29%"
"08/27/2017","127.75","130.45","131.00","125.75","0.17K","-1.88%"
"08/20/2017","130.20","128.45","130.00","125.50","19.18K","1.68%"
"08/13/2017","128.05","139.55","139.85","126.75","64.66K","-8.73%"
"08/06/2017","140.30","139.70","143.75","136.85","129.38K","0.11%"
"07/30/2017","140.15","137.30","141.55","135.75","91.73K","1.67%"
"07/23/2017","137.85","135.55","138.90","129.35","103.50K","0.95%"
"07/16/2017","136.55","132.30","136.85","132.00","29.96K","3.68%"
"07/09/2017","131.70","127.70","127.75","125.00","0.01K","4.07%"
"07/02/2017","126.55","126.25","128.65","126.25","0.04K","2.02%"
"06/25/2017","124.05","121.60","125.35","121.60","0.15K","3.42%"
"06/18/2017","119.95","123.80","124.55","113.00","26.14K","-2.91%"
"06/11/2017","123.55","127.55","129.10","123.00","112.43K","-2.37%"
"06/04/2017","126.55","126.05","129.60","125.35","106.35K","0.80%"
"05/28/2017","125.55","130.65","133.40","125.25","78.16K","-4.31%"
"05/21/2017","131.20","132.10","133.00","127.15","72.07K","-0.68%"
"05/14/2017","132.10","129.20","133.40","127.70","17.92K","-0.38%"
"05/07/2017","132.60","132.60","132.60","132.60","0.00K","-0.38%"
"04/30/2017","133.10","134.65","135.00","132.40","0.04K","1.56%"
"04/23/2017","131.05","130.45","131.30","126.70","0.45K","0.92%"
"04/16/2017","129.85","139.10","143.70","128.80","40.86K","-6.52%"
"04/09/2017","138.90","140.00","142.00","137.60","104.99K","-0.82%"
"04/02/2017","140.05","138.80","142.80","136.25","105.99K","0.54%"
"03/26/2017","139.30","137.20","140.30","136.20","65.41K","1.24%"
"03/19/2017","137.60","144.70","144.70","137.10","45.01K","-2.27%"
"03/12/2017","140.80","137.45","141.10","137.40","0.03K","0.82%"
"03/05/2017","139.65","139.60","139.75","138.90","0.02K","-1.13%"
"02/26/2017","141.25","144.00","144.00","138.60","0.13K","-2.18%"
"02/19/2017","144.40","149.20","151.40","143.65","0.42K","-2.30%"
"02/12/2017","147.80","145.75","148.70","142.10","48.50K","1.41%"
"02/05/2017","145.75","146.00","146.90","141.70","112.60K","-0.34%"
"01/29/2017","146.25","151.70","152.50","144.70","112.21K","-4.04%"
"01/22/2017","152.40","153.00","156.95","150.25","84.00K","-0.52%"
"01/15/2017","153.20","148.80","153.35","146.75","56.06K","2.61%"
"01/08/2017","149.30","142.15","151.60","140.75","95.38K","4.52%"
"01/01/2017","142.85","137.80","145.45","134.40","65.92K","4.23%"
"12/25/2016","137.05","136.00","138.85","132.85","50.73K","0.66%"
"12/18/2016","136.15","141.15","145.25","135.95","43.74K","-1.48%"
"12/11/2016","138.20","135.15","139.75","135.15","0.03K","1.95%"
