"Date","Price","Open","High","Low","Vol.","Change %"
"02/06/2022","4,418.64","4,510.20","4,589.70","4,401.00","","-1.82%"
"01/30/2022","4,500.54","4,423.30","4,595.10","4,411.09","","1.55%"
"01/23/2022","4,431.85","4,328.40","4,454.10","4,221.54","","0.77%"
"01/16/2022","4,397.93","4,612.60","4,614.40","4,395.00","","-5.68%"
"01/09/2022","4,662.85","4,642.60","4,748.61","4,581.80","","-0.30%"
"01/02/2022","4,677.02","4,781.00","4,817.88","4,662.75","","-1.87%"
"12/26/2021","4,766.18","4,740.05","4,808.52","4,739.20","","0.85%"
"12/19/2021","4,725.78","4,562.27","4,740.49","4,530.85","","2.28%"
"12/12/2021","4,620.64","4,707.40","4,732.34","4,599.40","","-1.94%"
"12/05/2021","4,712.02","4,565.70","4,713.60","4,541.53","","3.82%"
"11/28/2021","4,538.43","4,648.68","4,673.07","4,494.20","","-1.22%"
"11/21/2021","4,594.62","4,716.00","4,743.74","4,585.78","","-2.20%"
"11/14/2021","4,697.96","4,696.29","4,718.30","4,672.97","","0.32%"
"11/07/2021","4,682.85","4,709.71","4,714.20","4,630.97","","-0.31%"
"10/31/2021","4,697.53","4,616.47","4,718.35","4,594.80","","2.00%"
"10/24/2021","4,605.38","4,556.00","4,608.70","4,537.38","","1.33%"
"10/17/2021","4,544.90","4,453.57","4,559.70","4,445.90","","1.64%"
"10/10/2021","4,471.37","4,386.35","4,476.30","4,329.40","","1.82%"
"10/03/2021","4,391.36","4,344.35","4,430.59","4,278.70","","0.79%"
"09/26/2021","4,357.05","4,443.10","4,457.25","4,288.05","","-2.21%"
"09/19/2021","4,455.48","4,361.30","4,465.80","4,305.61","","0.51%"
"09/12/2021","4,432.99","4,491.90","4,493.79","4,427.90","","-0.57%"
"09/05/2021","4,458.58","4,532.19","4,532.19","4,457.98","","-1.69%"
"08/29/2021","4,535.43","4,517.20","4,544.58","4,514.40","","0.58%"
"08/22/2021","4,509.37","4,459.30","4,513.40","4,459.30","","1.52%"
"08/15/2021","4,441.67","4,456.10","4,480.01","4,369.20","","-0.59%"
"08/08/2021","4,468.00","4,436.20","4,468.82","4,424.20","","0.71%"
"08/01/2021","4,436.52","4,415.90","4,440.20","4,373.20","","0.94%"
"07/25/2021","4,395.26","4,405.80","4,430.20","4,372.60","","-0.37%"
"07/18/2021","4,411.80","4,273.40","4,415.90","4,232.80","","1.96%"
"07/11/2021","4,327.16","4,372.41","4,393.68","4,322.53","","-0.97%"
"07/04/2021","4,369.55","4,356.46","4,371.60","4,289.37","","0.40%"
"06/27/2021","4,352.34","4,284.90","4,355.43","4,274.67","","1.67%"
"06/20/2021","4,280.70","4,173.40","4,286.12","4,173.40","","2.74%"
"06/13/2021","4,166.45","4,248.31","4,257.16","4,164.40","","-1.91%"
"06/06/2021","4,247.44","4,229.34","4,249.74","4,208.41","","0.41%"
"05/30/2021","4,229.89","4,216.52","4,234.12","4,167.93","","0.61%"
"05/23/2021","4,204.11","4,170.16","4,218.36","4,170.16","","1.16%"
"05/16/2021","4,155.86","4,169.92","4,188.72","4,061.41","","-0.43%"
"05/09/2021","4,173.85","4,228.29","4,236.39","4,056.88","","-1.39%"
"05/02/2021","4,232.60","4,191.98","4,238.04","4,128.59","","1.23%"
"04/25/2021","4,181.17","4,185.03","4,218.78","4,174.85","","0.02%"
"04/18/2021","4,180.17","4,179.80","4,194.17","4,118.38","","-0.13%"
"04/11/2021","4,185.47","4,124.71","4,191.31","4,114.82","","1.37%"
"04/04/2021","4,128.80","4,034.44","4,129.48","4,034.44","","2.71%"
"03/28/2021","4,019.87","3,969.31","4,020.63","3,943.25","","1.14%"
"03/21/2021","3,974.54","3,916.48","3,978.19","3,853.50","","1.57%"
"03/14/2021","3,913.10","3,942.96","3,983.87","3,886.75","","-0.77%"
"03/07/2021","3,943.34","3,844.39","3,960.27","3,819.25","","2.64%"
"02/28/2021","3,841.94","3,842.51","3,914.50","3,723.34","","0.81%"
"02/21/2021","3,811.15","3,885.55","3,928.65","3,789.54","","-2.45%"
"02/14/2021","3,906.71","3,939.61","3,950.43","3,885.03","","-0.71%"
"02/07/2021","3,934.83","3,892.59","3,937.23","3,884.94","","1.23%"
"01/31/2021","3,886.83","3,731.17","3,894.56","3,725.62","","4.65%"
"01/24/2021","3,714.24","3,851.68","3,870.90","3,694.12","","-3.31%"
"01/17/2021","3,841.47","3,781.88","3,861.45","3,780.37","","1.94%"
"01/10/2021","3,768.25","3,803.14","3,823.60","3,749.62","","-1.48%"
"01/03/2021","3,824.68","3,764.61","3,826.69","3,662.71","","1.83%"
"12/27/2020","3,756.07","3,723.03","3,760.20","3,723.03","","1.43%"
"12/20/2020","3,703.06","3,684.28","3,711.24","3,636.48","","-0.17%"
"12/13/2020","3,709.41","3,675.27","3,726.70","3,645.84","","1.25%"
"12/06/2020","3,663.46","3,694.73","3,712.39","3,633.40","","-0.96%"
"11/29/2020","3,699.12","3,634.18","3,699.20","3,594.39","","1.67%"
"11/22/2020","3,638.35","3,566.82","3,644.31","3,552.77","","2.27%"
"11/15/2020","3,557.54","3,600.16","3,628.51","3,543.84","","-0.77%"
"11/08/2020","3,585.15","3,583.04","3,645.99","3,511.91","","2.16%"
"11/01/2020","3,509.44","3,296.20","3,529.05","3,279.74","","7.32%"
"10/25/2020","3,269.96","3,441.42","3,441.42","3,233.94","","-5.64%"
"10/18/2020","3,465.39","3,493.66","3,502.42","3,415.34","","-0.53%"
"10/11/2020","3,483.81","3,500.02","3,549.85","3,440.89","","0.19%"
"10/04/2020","3,477.13","3,367.27","3,482.34","3,354.54","","3.84%"
"09/27/2020","3,348.44","3,333.90","3,397.18","3,323.69","","1.52%"
"09/20/2020","3,298.46","3,285.57","3,323.35","3,209.45","","-0.63%"
"09/13/2020","3,319.47","3,363.56","3,428.92","3,292.40","","-0.64%"
"09/06/2020","3,340.97","3,371.88","3,425.55","3,310.47","","-2.51%"
"08/30/2020","3,426.96","3,509.73","3,588.11","3,349.63","","-2.31%"
"08/23/2020","3,508.01","3,418.09","3,509.23","3,413.13","","3.26%"
"08/16/2020","3,397.16","3,380.86","3,399.96","3,354.69","","0.72%"
"08/09/2020","3,372.85","3,356.04","3,387.89","3,326.44","","0.64%"
"08/02/2020","3,351.28","3,288.26","3,352.54","3,284.53","","2.45%"
"07/26/2020","3,271.12","3,219.84","3,272.17","3,204.13","","1.73%"
"07/19/2020","3,215.63","3,224.29","3,279.99","3,200.05","","-0.28%"
"07/12/2020","3,224.73","3,205.08","3,238.28","3,127.66","","1.25%"
"07/05/2020","3,185.04","3,155.29","3,186.82","3,115.70","","1.76%"
"06/28/2020","3,130.01","3,018.59","3,165.81","2,999.74","","4.02%"
"06/21/2020","3,009.05","3,094.42","3,154.90","3,004.63","","-2.86%"
"06/14/2020","3,097.74","2,993.76","3,155.53","2,965.66","","1.86%"
"06/07/2020","3,041.31","3,199.92","3,233.13","2,984.47","","-4.78%"
"05/31/2020","3,193.93","3,038.78","3,211.72","3,031.54","","4.91%"
"05/24/2020","3,044.31","3,004.08","3,068.67","2,969.75","","3.01%"
"05/17/2020","2,955.45","2,913.86","2,980.29","2,913.86","","3.20%"
"05/10/2020","2,863.70","2,915.46","2,945.82","2,766.64","","-2.26%"
"05/03/2020","2,929.80","2,815.01","2,932.16","2,797.85","","3.50%"
"04/26/2020","2,830.71","2,854.65","2,954.86","2,821.61","","-0.21%"
"04/19/2020","2,836.74","2,845.62","2,868.98","2,727.10","","-1.32%"
"04/12/2020","2,874.56","2,782.46","2,879.22","2,721.17","","3.04%"
"04/05/2020","2,789.82","2,578.28","2,818.57","2,574.57","","12.10%"
"03/29/2020","2,488.65","2,558.98","2,641.39","2,447.49","","-2.08%"
"03/22/2020","2,541.47","2,290.71","2,637.01","2,191.86","","10.26%"
"03/15/2020","2,304.92","2,508.59","2,562.98","2,280.52","","-14.98%"
"03/08/2020","2,711.02","2,863.89","2,882.59","2,478.86","","-8.79%"
"03/01/2020","2,972.37","2,974.28","3,136.72","2,901.54","","0.61%"
"02/23/2020","2,954.22","3,257.61","3,259.81","2,855.84","","-11.49%"
"02/16/2020","3,337.75","3,369.04","3,393.52","3,328.45","","-1.25%"
"02/09/2020","3,380.16","3,318.28","3,385.09","3,317.77","","1.58%"
"02/02/2020","3,327.71","3,235.66","3,347.96","3,235.66","","3.17%"
"01/26/2020","3,225.52","3,247.16","3,293.47","3,214.68","","-2.12%"
"01/19/2020","3,295.47","3,321.03","3,337.77","3,281.53","","-1.03%"
"01/12/2020","3,329.62","3,271.13","3,329.88","3,268.43","","1.97%"
"01/05/2020","3,265.35","3,217.55","3,282.99","3,214.64","","0.94%"
"12/29/2019","3,234.85","3,240.09","3,258.14","3,212.03","","-0.16%"
"12/22/2019","3,240.02","3,226.05","3,247.93","3,220.51","","0.58%"
"12/15/2019","3,221.22","3,183.63","3,225.65","3,183.63","","1.65%"
"12/08/2019","3,168.80","3,141.86","3,182.68","3,126.09","","0.73%"
"12/01/2019","3,145.91","3,143.85","3,150.60","3,070.33","","0.16%"
"11/24/2019","3,140.98","3,117.44","3,154.26","3,117.44","","0.99%"
"11/17/2019","3,110.29","3,117.91","3,127.64","3,091.41","","-0.33%"
"11/10/2019","3,120.46","3,080.33","3,120.46","3,075.82","","0.89%"
"11/03/2019","3,093.08","3,078.96","3,097.77","3,065.89","","0.85%"
"10/27/2019","3,066.91","3,032.12","3,066.95","3,023.19","","1.47%"
"10/20/2019","3,022.55","2,996.48","3,027.39","2,991.21","","1.22%"
"10/13/2019","2,986.20","2,965.81","3,008.29","2,962.94","","0.54%"
"10/06/2019","2,970.27","2,944.23","2,993.28","2,892.66","","0.62%"
"09/29/2019","2,952.01","2,967.07","2,992.53","2,855.94","","-0.33%"
"09/22/2019","2,961.79","2,983.50","3,007.98","2,945.53","","-1.01%"
"09/15/2019","2,992.07","2,996.41","3,021.99","2,978.57","","-0.51%"
"09/08/2019","3,007.39","2,988.43","3,020.74","2,957.01","","0.96%"
"09/01/2019","2,978.71","2,909.01","2,985.86","2,891.85","","1.79%"
"08/25/2019","2,926.46","2,866.70","2,940.43","2,853.05","","2.79%"
"08/18/2019","2,847.11","2,913.48","2,939.08","2,834.97","","-1.44%"
"08/11/2019","2,888.68","2,907.07","2,943.31","2,825.51","","-1.03%"
"08/04/2019","2,918.65","2,898.07","2,938.72","2,822.12","","-0.46%"
"07/28/2019","2,932.05","3,024.47","3,025.61","2,914.11","","-3.10%"
"07/21/2019","3,025.86","2,981.93","3,027.98","2,976.65","","1.65%"
"07/14/2019","2,976.61","3,017.80","3,017.80","2,973.09","","-1.23%"
"07/07/2019","3,013.77","2,979.77","3,013.92","2,963.44","","0.78%"
"06/30/2019","2,990.41","2,971.41","2,995.84","2,952.22","","1.65%"
"06/23/2019","2,941.76","2,951.42","2,954.92","2,912.99","","-0.29%"
"06/16/2019","2,950.46","2,889.75","2,964.15","2,887.30","","2.20%"
"06/09/2019","2,886.98","2,885.83","2,910.61","2,874.68","","0.47%"
"06/02/2019","2,873.34","2,751.53","2,884.97","2,728.81","","4.41%"
"05/26/2019","2,752.06","2,830.03","2,840.51","2,750.52","","-2.62%"
"05/19/2019","2,826.06","2,841.94","2,868.88","2,805.49","","-1.17%"
"05/12/2019","2,859.53","2,840.19","2,892.15","2,801.43","","-0.76%"
"05/05/2019","2,881.40","2,908.89","2,937.32","2,825.39","","-2.18%"
"04/28/2019","2,945.64","2,940.58","2,954.13","2,900.50","","0.20%"
"04/21/2019","2,939.88","2,898.78","2,939.88","2,896.35","","1.20%"
"04/14/2019","2,905.03","2,908.32","2,918.00","2,891.90","","-0.08%"
"04/07/2019","2,907.41","2,888.46","2,910.54","2,873.33","","0.51%"
"03/31/2019","2,892.74","2,848.63","2,893.24","2,848.63","","2.06%"
"03/24/2019","2,834.40","2,796.01","2,836.03","2,785.02","","1.20%"
"03/17/2019","2,800.71","2,822.61","2,860.31","2,800.47","","-0.77%"
"03/10/2019","2,822.48","2,747.61","2,830.73","2,747.61","","2.89%"
"03/03/2019","2,743.07","2,814.37","2,816.88","2,722.27","","-2.16%"
"02/24/2019","2,803.69","2,804.35","2,813.49","2,775.13","","0.39%"
"02/17/2019","2,792.67","2,769.28","2,794.20","2,764.55","","0.61%"
"02/10/2019","2,775.60","2,712.40","2,775.66","2,703.79","","2.50%"
"02/03/2019","2,707.88","2,706.49","2,738.98","2,681.83","","0.05%"
"01/27/2019","2,706.53","2,644.97","2,716.66","2,624.06","","1.57%"
"01/20/2019","2,664.76","2,657.88","2,672.38","2,612.86","","-0.22%"
"01/13/2019","2,670.71","2,580.31","2,675.47","2,570.41","","2.87%"
"01/06/2019","2,596.26","2,535.61","2,597.82","2,524.56","","2.54%"
"12/30/2018","2,531.94","2,498.94","2,538.07","2,443.96","","1.86%"
"12/23/2018","2,485.74","2,400.56","2,520.27","2,346.58","","2.86%"
"12/16/2018","2,416.62","2,590.75","2,601.13","2,408.55","","-7.05%"
"12/09/2018","2,599.95","2,630.86","2,685.44","2,583.23","","-1.26%"
"12/02/2018","2,633.08","2,790.50","2,800.18","2,621.53","","-4.60%"
"11/25/2018","2,760.17","2,649.97","2,760.88","2,649.97","","4.85%"
"11/18/2018","2,632.56","2,730.74","2,733.16","2,631.09","","-3.79%"
"11/11/2018","2,736.27","2,773.93","2,775.99","2,670.75","","-1.61%"
"11/04/2018","2,781.01","2,726.37","2,815.15","2,717.94","","2.13%"
"10/28/2018","2,723.06","2,682.65","2,756.55","2,603.54","","2.42%"
"10/21/2018","2,658.69","2,773.94","2,778.94","2,628.16","","-3.94%"
"10/14/2018","2,767.78","2,763.83","2,816.94","2,749.03","","0.02%"
"10/07/2018","2,767.13","2,877.53","2,894.83","2,710.51","","-4.10%"
"09/30/2018","2,885.57","2,926.29","2,939.86","2,869.29","","-0.97%"
"09/23/2018","2,913.98","2,921.83","2,931.15","2,903.28","","-0.54%"
"09/16/2018","2,929.67","2,903.83","2,940.91","2,886.16","","0.85%"
"09/09/2018","2,904.98","2,881.39","2,908.30","2,866.78","","1.16%"
"09/02/2018","2,871.68","2,896.96","2,900.18","2,864.12","","-1.03%"
"08/26/2018","2,901.52","2,884.69","2,916.50","2,884.69","","0.93%"
"08/19/2018","2,874.69","2,853.93","2,876.16","2,850.62","","0.86%"
"08/12/2018","2,850.13","2,835.46","2,855.63","2,802.49","","0.59%"
"08/05/2018","2,833.28","2,840.29","2,863.43","2,825.81","","-0.25%"
"07/29/2018","2,840.35","2,819.00","2,840.38","2,796.34","","0.76%"
"07/22/2018","2,818.82","2,799.17","2,848.03","2,795.14","","0.61%"
"07/15/2018","2,801.83","2,801.43","2,816.76","2,789.24","","0.02%"
"07/08/2018","2,801.31","2,768.51","2,804.53","2,768.51","","1.50%"
"07/01/2018","2,759.82","2,704.95","2,764.41","2,698.95","","1.52%"
"06/24/2018","2,718.37","2,742.94","2,746.09","2,691.99","","-1.33%"
"06/17/2018","2,754.88","2,765.79","2,774.99","2,743.19","","-0.89%"
"06/10/2018","2,779.66","2,780.18","2,791.47","2,761.73","","0.02%"
"06/03/2018","2,779.03","2,741.67","2,779.90","2,739.51","","1.62%"
"05/27/2018","2,734.62","2,705.11","2,736.93","2,676.81","","0.49%"
"05/20/2018","2,721.33","2,725.95","2,742.24","2,707.38","","0.31%"
"05/13/2018","2,712.97","2,733.37","2,742.10","2,701.91","","-0.54%"
"05/06/2018","2,727.72","2,669.36","2,732.86","2,655.20","","2.41%"
"04/29/2018","2,663.42","2,675.05","2,682.92","2,594.62","","-0.24%"
"04/22/2018","2,669.91","2,675.40","2,683.55","2,612.67","","-0.01%"
"04/15/2018","2,670.14","2,670.10","2,717.49","2,660.61","","0.52%"
"04/08/2018","2,656.30","2,617.18","2,680.26","2,610.79","","1.99%"
"04/01/2018","2,604.47","2,633.45","2,672.08","2,553.80","","-1.38%"
"03/25/2018","2,640.87","2,619.35","2,674.78","2,593.06","","2.03%"
"03/18/2018","2,588.26","2,741.38","2,741.38","2,585.89","","-5.95%"
"03/11/2018","2,752.01","2,790.54","2,801.90","2,741.47","","-1.24%"
"03/04/2018","2,786.57","2,681.06","2,786.57","2,675.75","","3.54%"
"02/25/2018","2,691.25","2,757.37","2,789.15","2,647.32","","-2.04%"
"02/18/2018","2,747.30","2,722.99","2,747.76","2,697.77","","0.55%"
"02/11/2018","2,732.22","2,636.75","2,754.42","2,622.45","","4.30%"
"02/04/2018","2,619.55","2,741.06","2,763.39","2,532.69","","-5.16%"
"01/28/2018","2,762.13","2,867.23","2,870.62","2,759.97","","-3.85%"
"01/21/2018","2,872.87","2,809.16","2,872.87","2,808.12","","2.23%"
"01/14/2018","2,810.30","2,798.96","2,810.33","2,768.64","","0.86%"
"01/07/2018","2,786.24","2,742.67","2,787.85","2,736.06","","1.57%"
"12/31/2017","2,743.15","2,683.73","2,743.45","2,682.36","","2.60%"
"12/24/2017","2,673.61","2,679.09","2,692.12","2,673.61","","-0.36%"
"12/17/2017","2,683.34","2,685.92","2,694.97","2,676.11","","0.28%"
"12/10/2017","2,675.81","2,652.19","2,679.63","2,651.47","","0.92%"
"12/03/2017","2,651.50","2,657.19","2,665.19","2,624.75","","0.35%"
"11/26/2017","2,642.22","2,602.66","2,657.74","2,598.87","","1.53%"
"11/19/2017","2,602.42","2,579.49","2,604.21","2,578.24","","0.91%"
"11/12/2017","2,578.85","2,576.53","2,590.09","2,557.45","","-0.13%"
"11/05/2017","2,582.30","2,587.47","2,597.02","2,566.33","","-0.21%"
"10/29/2017","2,587.84","2,577.75","2,588.42","2,566.17","","0.26%"
"10/22/2017","2,581.07","2,578.08","2,582.98","2,544.00","","0.23%"
"10/15/2017","2,575.21","2,555.57","2,575.44","2,547.92","","0.86%"
"10/08/2017","2,553.17","2,551.39","2,557.65","2,541.60","","0.15%"
"10/01/2017","2,549.33","2,521.20","2,552.51","2,520.40","","1.19%"
"09/24/2017","2,519.36","2,499.39","2,519.44","2,488.03","","0.68%"
"09/17/2017","2,502.22","2,502.51","2,508.85","2,496.54","","0.08%"
"09/10/2017","2,500.23","2,474.52","2,500.23","2,474.52","","1.58%"
"09/03/2017","2,461.43","2,470.35","2,471.97","2,446.55","","-0.61%"
"08/27/2017","2,476.55","2,447.35","2,480.38","2,428.20","","1.37%"
"08/20/2017","2,443.05","2,425.50","2,454.77","2,417.35","","0.72%"
"08/13/2017","2,425.55","2,454.96","2,474.93","2,420.69","","-0.65%"
"08/06/2017","2,441.32","2,477.14","2,490.87","2,437.75","","-1.43%"
"07/30/2017","2,476.83","2,475.94","2,480.38","2,466.48","","0.19%"
"07/23/2017","2,472.10","2,472.04","2,484.04","2,459.93","","-0.02%"
"07/16/2017","2,472.54","2,459.50","2,477.62","2,450.34","","0.54%"
"07/09/2017","2,459.27","2,424.51","2,463.54","2,412.79","","1.41%"
"07/02/2017","2,425.18","2,431.39","2,439.17","2,407.70","","0.07%"
"06/25/2017","2,423.41","2,443.32","2,450.42","2,405.70","","-0.61%"
"06/18/2017","2,438.30","2,442.55","2,453.82","2,430.74","","0.21%"
"06/11/2017","2,433.15","2,425.88","2,443.75","2,418.53","","0.06%"
"06/04/2017","2,431.77","2,437.83","2,446.20","2,415.70","","-0.30%"
"05/28/2017","2,439.07","2,411.67","2,440.23","2,403.59","","0.96%"
"05/21/2017","2,415.82","2,387.21","2,418.71","2,386.92","","1.43%"
"05/14/2017","2,381.73","2,393.98","2,405.77","2,352.72","","-0.38%"
"05/07/2017","2,390.90","2,399.94","2,403.87","2,381.74","","-0.35%"
"04/30/2017","2,399.29","2,388.50","2,399.29","2,379.75","","0.63%"
"04/23/2017","2,384.20","2,370.33","2,398.16","2,369.19","","1.51%"
"04/16/2017","2,348.69","2,332.62","2,361.37","2,332.51","","0.85%"
"04/09/2017","2,328.95","2,357.16","2,366.37","2,328.95","","-1.13%"
"04/02/2017","2,355.54","2,362.34","2,378.36","2,344.73","","-0.30%"
"03/26/2017","2,362.72","2,329.11","2,370.42","2,322.25","","0.80%"
"03/19/2017","2,343.98","2,378.24","2,381.93","2,335.74","","-1.44%"
"03/12/2017","2,378.25","2,371.56","2,390.01","2,358.18","","0.24%"
"03/05/2017","2,372.60","2,375.23","2,378.80","2,354.54","","-0.44%"
"02/26/2017","2,383.12","2,365.23","2,400.98","2,358.96","","0.67%"
"02/19/2017","2,367.34","2,354.91","2,368.26","2,352.87","","0.69%"
"02/12/2017","2,351.16","2,321.72","2,351.31","2,321.42","","1.51%"
"02/05/2017","2,316.10","2,294.28","2,319.23","2,285.38","","0.81%"
"01/29/2017","2,297.42","2,286.01","2,298.31","2,267.21","","0.12%"
"01/22/2017","2,294.69","2,267.78","2,300.99","2,257.02","","1.03%"
"01/15/2017","2,271.31","2,269.14","2,276.96","2,258.41","","-0.15%"
